ID,Type_C_0_S,NAME_EVENT,NAME_ALT,CRUST_BLK,AGE_TEXT,NAME_PART,COMMENT,AGE_MAX,AGE_MIN,AGE_PEAK1,AGE_PEAK2,AGE,area_km2
0,C-O,Ramparts Group,,,ca 210 Ma,Ramparts Group,,0,0,0,0,210,148774.8222076989
0,C,Himalaya Neotethys,,,Early Perm (Artinskian-Kungurian),Abor,,0,0,0,0,280,18641.3371416149
0,C,Himalaya Neotethys,,,Early Perm (Artinskian-Kungurian),Woniusi,,0,0,0,0,280,30030.8482785615
0,C,Magellan Rise,,,ca. 150 Ma,Magellan Rise,,0,0,0,0,150,32377.3507375075
0,C,Ferrar,,,183-179 Ma,Ferrar-1,,0,0,0,0,183,91069.4120940259
0,C,Ferrar,,,183-179 Ma,Ferrar-2,,0,0,0,0,183,62435.1359267552
0,C,Ferrar,,,183-179 Ma,Ferrar-3,,0,0,0,0,183,25360.6044455693
0,O,Sorachi,,,Late Jurassic (Tithonian),Sorachi,,0,0,0,0,122,134258.9077344192
0,C,HALIP (Franz Josef Land - Svalbard),,,130-90 Ma,Svalbard,,0,0,0,0,130,99175.4965710149
0,C,Mackenzie,,Laurentia,1272-1265 Ma,Mackenzie,,0,0,0,0,1272,2882446.0752107119
0,C,Abitibi,,Laurentia,1140 Ma,Abitibi,,0,0,0,0,1140,311555.4849637944
0,C,Harp,,North Atlantic craton (Nain portion),1270 Ma,Harp,,0,0,0,0,1270,64892.0584029968
0,C,Michael - Shabagamo,,,Ca. 1430 Ma,Michael-Shabagamo,,0,0,0,0,1450,67645.7163934702
0,C,Sudbury [dykes],,Laurentia,1235 - 1238 Ma,Sudbury [dykes],,0,0,0,0,1235,180118.1540074978
0,C,Keweenawan,,Laurentia,1108 & 1096 Ma,Keweenawan,,0,0,0,0,1108,466736.3584650726
0,C,Southwest USA Diabase Province,,Laurentia,1100-1070 Ma,Southwest USA Diabase Province,,0,0,0,0,1090,1085691.9145274640
0,C,Moyie,,Laurentia,1460 Ma,Moyie,,0,0,0,0,1460,111071.1810629271
0,C,Lubero,,,1400-1200 Ma,Lubero,,0,0,0,0,1385,284518.9843094879
0,C,Camucuo - Caimbambo,,,? 1300-1100 Ma,Camucuo - Caimbambo,,0,0,0,0,1110,131394.0063950413
0,C,Timpton  (southern part),,Siberian craton,1750 Ma (Ar-Ar),Timptono - Algamaisky,,0,0,0,0,1750,402813.3355420250
0,C,Warakurna,,Australian craton,1076 Ma,Warakurna,,0,0,0,0,1075,1569953.5409286025
0,C,Bahia - Araquai,,Sao Francisco craton,925 Ma,Bahia,,0,0,0,0,925,152880.5224193592
0,C,Protogine Zone,,Baltica,1215-1220 Ma,Protogine Zone,,0,0,0,0,1215,16354.6268330881
0,C,Ibitiara - Ibiajara,,,1200-900 Ma,Ibitiara - Ibiajara,,0,0,0,0,1200,23264.8560645292
0,C,Wakeham - Tshenukutish - Algonquin (WTA),,Laurentia,1170 Ma,Wakeham,,0,0,0,0,1170,6021.8516389716
0,C,Laanila - Kautokeino,,Baltica,1050 Ma,Laanila - Kautokeino,,0,0,0,0,1050,17406.1584041881
0,C,Serro do Cachimbo,,,ca. 1300 Ma,Serro do Cachimbo,,0,0,0,0,1300,78603.6004062985
0,C,Vestfold Hills-4,,,1380 Ma,Vestfold Hills-4,,0,0,0,0,1380,9680.0710975292
0,C,Chieress,,Siberian craton,1384 Ma,Chieress,,0,0,0,0,1385,14925.6492235396
0,C,Kuonamka,,Siberian craton,1500 Ma,Kuonamka,,0,0,0,0,1501,66381.8902965545
0,C,Kengede,,Siberian craton,1600-1200 Ma,Kengede,,0,0,0,0,1500,10509.2362309468
0,C,Round Hummock,,Western Australian craton,Ca. 1600 Ma,Round Hummock,,0,0,0,0,2000,53722.4461989271
0,C,Wakeham - Tshenukutish - Algonquin (WTA),,,1170 Ma,Tshenukutish,,0,0,0,0,1170,5051.0734741548
0,C,Wakeham - Tshenukutish - Algonquin (WTA),,,1170 Ma,Algonquin metagabbros,,0,0,0,0,1170,11076.7232720972
0,C,Tuna-TrondGota-LakeLadoga,,Baltica,"1460m 1457, 1450  Ma",Trond Gota-Lake Ladoga,"interpreted as orogenic magmatism by Brander and Soderlund (2009) Int. J. Earth Sci. v. 98, p. 499-516",0,0,0,0,1460,677810.7640178624
0,C,Hart River - Salmon River Arch,,Laurentia,1380 Ma,Salmon River Arch,,0,0,0,0,1380,10775.3532816240
0,C,Sette-Daban,,Siberian craton,"1005 Ma, 974 Ma",Sette Daban,,0,0,0,0,1005,51349.2868967740
0,C,Breven-Hallefors,,Baltica,1600 Ma,Breven-Hallefors,,0,0,0,0,1599,58243.2343070788
0,C,Varmland  - Aland-Aboland,,Baltica,1580-1540 Ma,Aland-Aboland,,0,0,0,0,1580,20710.2761926315
0,C,Hart River - Salmon River Arch,,Laurentia,1380 Ma,Hart River,,0,0,0,0,1380,6331.1017804468
0,C,Gardar-late,,,1163 Ma,Late Gardar,,0,0,0,0,1163,60431.9245009239
0,C,Gardar-middle,,,1280 Ma,Middle Gardar,,0,0,0,0,1280,18967.6641464664
0,C,Derim-Derim (Roper),,North Australian craton,1320 Ma,Derim-Derim (Roper),,0,0,0,0,1320,180330.6143862030
0,C,Southeast Baltica-1,,Baltica,Ca. 1600 Ma,Southeast Baltica-1,,0,0,0,0,1600,22064.8889475581
0,C,Columbia River,,,mainly 16.5-14.5 Ma,Columbia River,,0,0,0,0,16,676420.9638731702
0,C,Deccan,,,66 Ma,Deccan,,0,0,0,0,66,698133.6240007372
0,C,Afro-Arabian,,,mainly 31-29 Ma,Afar,,0,0,0,0,31,2420742.0184190799
0,C,NAIP (North Atlantic Volcanic Province)-Europe,,,mainly 62-58 Ma,British Tertiary,,0,0,0,0,62,252594.5404084782
0,C,NAIP (North Atlantic Volcanic Province)-Greenland,,,62-58 Ma,Greenland-NAIP,,0,0,0,0,62,842722.9071424076
0,C,Vesftold Hills-5,,,1240 Ma,Vestfold Hills-5,,0,0,0,0,1240,11198.9154752496
0,C,Mashak,,Baltica,1385 Ma,Mashak,,0,0,0,0,1385,88057.7316966031
0,C,Mealy - NW River,,Laurentia,1250 Ma,Mealy - NW River,,0,0,0,0,1250,10288.9656214694
0,C,Seal Lake,,Laurentia,ca. 1235,Seal Lake,,0,0,0,0,1235,9719.7088077586
0,C,Niquelandia-1 - Juscelandia,,,1300-1250 Ma,Niquelandia-1 - Juscelandia,,0,0,0,0,1250,24879.1314855748
0,C,Niquelandia-2,,,790 Ma,Niquelandia-2 (Lower Layered Series),,0,0,0,0,790,29808.3095910867
0,C,Harts Range,,,1770 Ma,Harts Range,,0,0,0,0,1770,80689.3231326292
0,C,Morel - Mara - Ghost Lake,,Slave,1880 Ma,Morel - Mara - Ghost Lake,,0,0,0,0,1880,172512.6358356008
0,C,Brevik,,,1500 Ma,Brevik,,0,0,0,0,1500,1672.4933961969
0,C,Indin,,Slave,2110 Ma,Indin,,0,0,0,0,2125,39759.4921197717
0,C-S,Malani,,Indian craton,755 Ma,Malani,,0,0,0,0,755,22292.1630572438
0,C,Thiselwaite,,Laurentia,1170 Ma,Thiselthwaite,,0,0,0,0,1170,7751.3502864074
0,C,North China A-type 2500,,,ca. 2500,North China A-type 2500,,0,0,0,0,2500,1438725.7824827258
0,C,Seychelles-755 Ma,,,750 Ma,Seychelles-755M,,0,0,0,0,755,8943.9178296149
0,C,Biryusa-1 - Sharyzhalgai,,Siberia,740 Ma,Biryusa-1,,0,0,0,0,725,39137.2431311135
0,C,Biryusa-2,,Siberia,612 Ma,Biryusa-2,,0,0,0,0,612,38579.0808940520
0,C,Biryusa-3,,Siberia,510 Ma,Biryusa-3,,0,0,0,0,512,43777.8809475620
0,C,Tianshan,,,"320 Ma (U-Pb), 345-306 Ma (Ar-Ar)",Tianshan,,0,0,0,0,320,586837.5601409799
0,S,Whitsunday Volcanics,,,120-105,Whitsunday Volcanics,,0,0,0,0,120,40590.6753785495
0,C,Hitalba Suite (Gawler Range),,Southern Australian craton,1590 Ma,Hitalba Suite (Gawler Range),,0,0,0,0,1590,130951.0209764757
0,C,Mt Isa (Lunch Creek),,,1750 Ma,Mt Isa,,0,0,0,0,1750,36602.3019822293
0,C-S,Guibei,,South China block,825-800 Ma,Guibei,,0,0,0,0,825,1341663.4137694277
0,C-S,Shaba,,South China block,755 Ma,Shaba,,0,0,0,0,755,303743.3837832182
0,C,Blue Draw,,Wyoming craton,2480 Ma,Blue Draw,,0,0,0,0,2480,6730.7883242686
0,C,Dalma,,Indian craton,ca 1600 Ma,Dalma,,0,0,0,0,1600,1788.1758792122
0,C,Katanga,,,??800 Ma,Katanga,,0,0,0,0,0,29317.6283735947
0,C,Narracoota,,,2000 Ma,Narracoota,,0,0,0,0,2000,4679.8060187490
0,C,Oenpelli,,North Australian craton,1700 Ma,Oenpelli,,0,0,0,0,1720,11966.1233719958
0,C,Ouarzazate,,West African craton,580-560 Ma,Ouarzazate,,0,0,0,0,570,61377.0439801618
0,C,Soutpansberg - Waterberg - Olifantshoek,,Kalahari craton,ca. 1928 Ma,Soutpansberg - Waterberg - Olifantshoek,,0,0,0,0,1930,272147.1987572656
0,C,Snowy Pass,,Wyoming craton,2101-2083 Ma,Snowy Pass,,0,0,0,0,2100,7330.4145005939
0,C,Tata (Ierhourtane),,,2040 Ma,Tata (Ierhourtane),,0,0,0,0,2040,135.1044803255
0,C,Xianfeng,,,810 Ma,Xianfeng,,0,0,0,0,810,235.9645433843
0,C,Suxiong,,,ca. 807 Ma,Suxiong,,0,0,0,0,810,5308.7423761488
0,C,Wind River,,Wyoming craton,2170 Ma,Wind River,,0,0,0,0,2170,35.6571444974
0,C,Aksu,,Tarim craton,807 Ma,Aksu,,0,0,0,0,810,285.6327165052
0,C,Harohalli,,,Ca. 814 Ma,Harohalli,,0,0,0,0,815,1509.8502750263
0,C,Siberian Trap LIP,,,251-249 Ma,Siberian Trap LIP,,0,0,0,0,251,3454382.6305273217
0,C,Bangalore,,Dharwar craton,2365 Ma,Bangalore,,0,0,0,0,2365,265771.3053942789
0,C,Mahbubngour - Dandeli,"Dandeli, Northern Dharwar (French & Heaman 2010 Prec. Res; doi:10.1016/j.precamres.2010.05.003)",Dharwar craton,2180 Ma,Mahbubngour2180Ma,,0,0,0,0,2180,290011.3640790201
0,C,SouthernAfrica999-912Ma,,,999-912 Ma,SouthernAfrica999-912Ma,,0,0,0,0,0,1060864.2745457094
0,C,SouthernAfrica830-750Ma,,,830-750 Ma,SouthernAfrica830-750Ma,,0,0,0,0,0,3415397.3565723058
0,C,Kunene-Kibaran,,Greater Congo craton,1380-1360 Ma,Kunene-Kibaran,,0,0,0,0,1385,2124829.4221775704
0,C,Lengjiaxi Group,,,ca. 1270 Ma?,Nanqiao of Liuyang,,0,0,0,0,1270,3302.9599563509
0,C,Lengjiaxi Group,,,ca. 1270 Ma?,Shizuitang of Yiyang,,0,0,0,0,1270,6606.4073065065
0,C,Broken Hill 1700Ma,,,1690-1675 Ma,Broken Hill 1700Ma,,0,0,0,0,1690,4058.3889753193
0,C,Tobacco Root Mtn 2060Ma,,,2060,Tobacco Root Mtn 2060Ma,,0,0,0,0,2060,51.0973597707
0,C,Nova Floresta,,,1200 Ma ?,Nova Floresta 1.2 Ga,,0,0,0,0,1200,7116.5348542658
0,C,Betara Gabbros,,,1445,Betara Gabbros,,0,0,0,0,1445,87822.1031000915
0,C,Parana-Etendeka,,,130,volcanic passive margin (off South America),,0,0,0,0,134,122179.5811083954
0,C,Parana-Etendeka,,,130,"volcanic margin, offshore, Equatorial West Africa",,0,0,0,0,134,73913.4554355525
0,C,Irkutsk,,Siberian craton,720,dykes,,0,0,0,0,720,303495.1977047653
0,C,Deccan,,India,66,Chagos-Laccadive (3000M & gravity contour),,0,0,0,0,66,861506.3349279012
0,C,NW Australian Margin,,,160-140 Ma,NW Australian Margin,,0,0,0,0,160,2135581.2666677511
0,C-O,HALIP (Alpha Ridge),,,130-80,Alpha Ridge (2500 m),,0,0,0,0,125,143070.9871509579
0,O,HALIP (Alpha Ridge),,,130-80,Alpha Ridge continuation (2500 m),,0,0,0,0,125,28292.4975709805
0,C-O,HALIP (Mendeleev Ridge),,,90,Mendeleev Ridge  2500 m (eastern half),,0,0,0,0,125,115748.2272271548
0,C-O,HALIP (Mendeleev Ridge),,,90,Mendeleev Ridge  2500 m (western half),,0,0,0,0,125,79617.5666336681
0,C,Essakane,,West African craton,1520,Essakane dyke swarm,,0,0,0,0,1525,508813.1291321190
0,C,Korsimoro,,West African craton,1575,Korsimoro dyke swarm,,0,0,0,0,1575,162665.0165572680
0,C,Manso,,West African craton,870,Manso dyke swarm,,0,0,0,0,870,118749.6999885885
0,C,Deccan (Seychelles),,,60,Seychelles,,0,0,0,0,66,309090.1011634970
0,C,Ndembera LIP,,Tanzanian craton,1773,Ndembera dyke swarm,,0,0,0,0,1773,93504.2189369062
0,C,Tarim,,,280,Tarim,,0,0,0,0,280,198984.3002889378
0,C,Kivalliq-Hadley Bay - Cleaver,,Laurentia,1750,McRae dyke swarm,,0,0,0,0,1750,24147.9681809078
0,C,Kivalliq-Hadley Bay - Cleaver,,Laurentia,1750,Wellington Inlier dyke swarm,,0,0,0,0,1750,26561.1568798520
0,C,Essakane-Kayser,,West African craton,1520,Kayser dyke swarm,,0,0,0,0,1520,15137.3088880998
0,C,Timpton (northern part),,Siberian craton,1755,Timpton-2,,0,0,0,0,1755,24288.2350047777
0,C,Ongeluk,,Kaapvaal craton,2426,Ongeluk,,0,0,0,0,2426,203229.1272351272
0,C,Papilia (Newer Dolerites),,Singhbhum craton,1760,Papilia (Newer Dolerites),,0,0,0,0,1760,8878.9795364359
0,C,Lakhna- (Bandlimal),,Bastar craton,1440,Lakhna- (Bandlimal),,0,0,0,0,1440,39257.2324814842
